type,bom_ref,license-id,group,author,name,version,purl,path,description,vcs-url,vcs-comment,website-url,website-comment,issue-tracker-url,issue-tracker-comment,distribution-url,distribution-comment,hash-alg,hash-value,author-email,deprecated-status,deprecation-reason,timestamp
library,eslint-plugin-import@2.32.0,MIT,,Ben Mosher,eslint-plugin-import,2.32.0,pkg:npm/eslint-plugin-import@2.32.0?vcs_url=git%2Bhttps%3A%2F%2Fgithub.com%2Fimport-js%2Feslint-plugin-import.git,,Import with sanity.,git+https://github.com/import-js/eslint-plugin-import.git,"as detected from PackageJson property ""repository.url""",https://github.com/import-js/eslint-plugin-import,"as detected from PackageJson property ""homepage""",https://github.com/import-js/eslint-plugin-import/issues,"as detected from PackageJson property ""bugs.url""",,,,,me@benmosher.com,active,Active in npm registry,2025-06-20T21:59:10.022Z
library,eslint@9.15.0,MIT,,Nicholas C. Zakas,eslint,9.15.0,pkg:npm/eslint@9.15.0?vcs_url=git%2Bhttps%3A%2F%2Fgithub.com%2Feslint%2Feslint.git,,An AST-based pattern checker for JavaScript.,git+https://github.com/eslint/eslint.git,"as detected from PackageJson property ""repository.url""",https://eslint.org,"as detected from PackageJson property ""homepage""",https://github.com/eslint/eslint/issues/,"as detected from PackageJson property ""bugs.url""",,,,,nicholas+npm@nczconsulting.com,active,Active in npm registry,2025-10-03T20:32:18.807Z
library,husky@9.1.7,MIT,,typicode,husky,9.1.7,pkg:npm/husky@9.1.7?vcs_url=git%2Bhttps%3A%2F%2Fgithub.com%2Ftypicode%2Fhusky.git,,Modern native Git hooks,git+https://github.com/typicode/husky.git,"as detected from PackageJson property ""repository.url""",https://github.com/typicode/husky#readme,"as detected from PackageJson property ""homepage""",https://github.com/typicode/husky/issues,"as detected from PackageJson property ""bugs.url""",,,,,,active,Active in npm registry,2025-01-11T17:19:02.945Z
library,jest@29.7.0,MIT,,,jest,29.7.0,pkg:npm/jest@29.7.0?vcs_url=git%2Bhttps%3A%2F%2Fgithub.com%2Fjestjs%2Fjest.git#packages/jest,,Delightful JavaScript Testing.,git+https://github.com/jestjs/jest.git#packages/jest,"as detected from PackageJson property ""repository.url"" and ""repository.directory""",https://jestjs.io/,"as detected from PackageJson property ""homepage""",https://github.com/jestjs/jest/issues,"as detected from PackageJson property ""bugs.url""",,,,,,active,Active in npm registry,2025-09-28T07:33:12.359Z
library,knex@3.1.0,MIT,,Tim Griesser,knex,3.1.0,pkg:npm/knex@3.1.0?vcs_url=git%3A%2F%2Fgithub.com%2Fknex%2Fknex.git,,A batteries-included SQL query & schema builder for PostgresSQL~ MySQL~ CockroachDB~ MSSQL and SQLite3,git://github.com/knex/knex.git,"as detected from PackageJson property ""repository.url""",https://knex.github.io/documentation/,"as detected from PackageJson property ""homepage""",https://github.com/knex/knex/issues,"as detected from PackageJson property ""bugs.url""",,,,,,active,Active in npm registry,2024-12-13T19:06:07.256Z
library,nodemon@3.1.10,MIT,,Remy Sharp,nodemon,3.1.10,pkg:npm/nodemon@3.1.10?vcs_url=git%2Bhttps%3A%2F%2Fgithub.com%2Fremy%2Fnodemon.git,,Simple monitor script for use during development of a Node.js app.,git+https://github.com/remy/nodemon.git,"as detected from PackageJson property ""repository.url""",https://nodemon.io,"as detected from PackageJson property ""homepage""",https://github.com/remy/nodemon/issues,"as detected from PackageJson property ""bugs.url""",,,,,,active,Active in npm registry,2025-09-30T00:55:41.075Z
library,npm-check-updates@16.7.10,Apache-2.0,,Tomas Junnonen,npm-check-updates,16.7.10,pkg:npm/npm-check-updates@16.7.10?vcs_url=git%2Bhttps%3A%2F%2Fgithub.com%2Fraineorshine%2Fnpm-check-updates.git,,Find newer versions of dependencies than what your package.json allows,git+https://github.com/raineorshine/npm-check-updates.git,"as detected from PackageJson property ""repository.url""",https://github.com/raineorshine/npm-check-updates,"as detected from PackageJson property ""homepage""",https://github.com/raineorshine/npm-check-updates/issues,"as detected from PackageJson property ""bugs.url""",,,,,tomas1@gmail.com,active,Active in npm registry,2025-09-29T00:58:18.214Z
library,nx@16.5.0,MIT,,Victor Savkin,nx,16.5.0,pkg:npm/nx@16.5.0?vcs_url=git%2Bhttps%3A%2F%2Fgithub.com%2Fnrwl%2Fnx.git#packages/nx,,The core Nx plugin contains the core functionality of Nx like the project graph~ nx commands and task orchestration.,git+https://github.com/nrwl/nx.git#packages/nx,"as detected from PackageJson property ""repository.url"" and ""repository.directory""",https://nx.dev,"as detected from PackageJson property ""homepage""",https://github.com/nrwl/nx/issues,"as detected from PackageJson property ""bugs.url""",,,,,,active,Active in npm registry,2025-10-06T15:12:13.791Z
library,replace@1.2.2,MIT,,Alessandro Maclaine,replace,1.2.2,pkg:npm/replace@1.2.2?vcs_url=git%2Bhttps%3A%2F%2Fgithub.com%2FALMaclaine%2Freplace.git,,Command line search and replace utility,git+https://github.com/ALMaclaine/replace.git,"as detected from PackageJson property ""repository.url""",https://github.com/ALMaclaine/replace#readme,"as detected from PackageJson property ""homepage""",https://github.com/ALMaclaine/replace/issues,"as detected from PackageJson property ""bugs.url""",,,,,almaclaine@gmail.com,active,Active in npm registry,2023-02-10T19:41:18.075Z
library,standard-version@9.5.0,ISC,,Ben Coe,standard-version,9.5.0,pkg:npm/standard-version@9.5.0?vcs_url=git%2Bhttps%3A%2F%2Fgithub.com%2Fconventional-changelog%2Fstandard-version.git,,replacement for `npm version` with automatic CHANGELOG generation,git+https://github.com/conventional-changelog/standard-version.git,"as detected from PackageJson property ""repository.url""",https://github.com/conventional-changelog/standard-version#readme,"as detected from PackageJson property ""homepage""",https://github.com/conventional-changelog/standard-version/issues,"as detected from PackageJson property ""bugs.url""",,,,,ben@npmjs.com,active,Active in npm registry,2023-04-01T00:02:16.994Z
library,ts-jest@29.4.4,MIT,,Kulshekhar Kabra,ts-jest,29.4.4,pkg:npm/ts-jest@29.4.4?vcs_url=git%2Bhttps%3A%2F%2Fgithub.com%2Fkulshekhar%2Fts-jest.git,,A Jest transformer with source map support that lets you use Jest to test projects written in TypeScript,git+https://github.com/kulshekhar/ts-jest.git,"as detected from PackageJson property ""repository.url""",https://kulshekhar.github.io/ts-jest,"as detected from PackageJson property ""homepage""",https://github.com/kulshekhar/ts-jest/issues,"as detected from PackageJson property ""bugs.url""",,,,,kulshekhar@users.noreply.github.com,active,Active in npm registry,2025-09-19T14:11:09.032Z
library,ts-node@10.9.2,MIT,,Blake Embrey,ts-node,10.9.2,pkg:npm/ts-node@10.9.2?vcs_url=git%3A%2F%2Fgithub.com%2FTypeStrong%2Fts-node.git,,TypeScript execution environment and REPL for node.js~ with source map support,git://github.com/TypeStrong/ts-node.git,"as detected from PackageJson property ""repository.url""",https://typestrong.org/ts-node,"as detected from PackageJson property ""homepage""",https://github.com/TypeStrong/ts-node/issues,"as detected from PackageJson property ""bugs.url""",,,,,hello@blakeembrey.com,active,Active in npm registry,2025-09-13T16:42:40.113Z
library,tslib@2.8.1,0BSD,,Microsoft Corp.,tslib,2.8.1,pkg:npm/tslib@2.8.1?vcs_url=git%2Bhttps%3A%2F%2Fgithub.com%2FMicrosoft%2Ftslib.git,,Runtime library for TypeScript helper functions,git+https://github.com/Microsoft/tslib.git,"as detected from PackageJson property ""repository.url""",https://www.typescriptlang.org/,"as detected from PackageJson property ""homepage""",https://github.com/Microsoft/TypeScript/issues,"as detected from PackageJson property ""bugs.url""",,,,,,active,Active in npm registry,2025-05-22T16:57:30.422Z
library,typescript@patch:typescript@npm%3A5.9.3#optional!builtin<compat/typescript>::version=5.9.3&hash=5786d5,Apache-2.0,,Microsoft Corp.,typescript,5.9.3,pkg:npm/typescript@5.9.3?vcs_url=git%2Bhttps%3A%2F%2Fgithub.com%2Fmicrosoft%2FTypeScript.git,,TypeScript is a language for application scale JavaScript development,git+https://github.com/microsoft/TypeScript.git,"as detected from PackageJson property ""repository.url""",https://www.typescriptlang.org/,"as detected from PackageJson property ""homepage""",https://github.com/microsoft/TypeScript/issues,"as detected from PackageJson property ""bugs.url""",,,,,,,,
library,yarn-audit-fix@10.1.1,MIT,,Anton Golub,yarn-audit-fix,10.1.1,pkg:npm/yarn-audit-fix@10.1.1?vcs_url=git%2Bhttps%3A%2F%2Fgithub.com%2Fantongolub%2Fyarn-audit-fix.git,,The missing `yarn audit fix`,git+https://github.com/antongolub/yarn-audit-fix.git,"as detected from PackageJson property ""repository.url""",https://github.com/antongolub/yarn-audit-fix#readme,"as detected from PackageJson property ""homepage""",https://github.com/antongolub/yarn-audit-fix/issues,"as detected from PackageJson property ""bugs.url""",,,,,golub.anton@gmail.com,active,Active in npm registry,2024-11-29T17:22:37.489Z
library,@types/fs-extra@11.0.4,MIT,@types,,fs-extra,11.0.4,pkg:npm/%40types/fs-extra@11.0.4?vcs_url=git%2Bhttps%3A%2F%2Fgithub.com%2FDefinitelyTyped%2FDefinitelyTyped.git#types/fs-extra,,TypeScript definitions for fs-extra,git+https://github.com/DefinitelyTyped/DefinitelyTyped.git#types/fs-extra,"as detected from PackageJson property ""repository.url"" and ""repository.directory""",https://github.com/DefinitelyTyped/DefinitelyTyped/tree/master/types/fs-extra,"as detected from PackageJson property ""homepage""",https://github.com/DefinitelyTyped/DefinitelyTyped/issues,"as detected from PackageJson property ""bugs.url""",,,,,,active,Active in npm registry,2025-08-03T08:03:59.246Z
library,@types/lodash-es@4.17.12,MIT,@types,,lodash-es,4.17.12,pkg:npm/%40types/lodash-es@4.17.12?vcs_url=git%2Bhttps%3A%2F%2Fgithub.com%2FDefinitelyTyped%2FDefinitelyTyped.git#types/lodash-es,,TypeScript definitions for lodash-es,git+https://github.com/DefinitelyTyped/DefinitelyTyped.git#types/lodash-es,"as detected from PackageJson property ""repository.url"" and ""repository.directory""",https://github.com/DefinitelyTyped/DefinitelyTyped/tree/master/types/lodash-es,"as detected from PackageJson property ""homepage""",https://github.com/DefinitelyTyped/DefinitelyTyped/issues,"as detected from PackageJson property ""bugs.url""",,,,,,active,Active in npm registry,2025-08-03T07:11:48.764Z
library,@types/semver@7.7.1,MIT,@types,,semver,7.7.1,pkg:npm/%40types/semver@7.7.1?vcs_url=git%2Bhttps%3A%2F%2Fgithub.com%2FDefinitelyTyped%2FDefinitelyTyped.git#types/semver,,TypeScript definitions for semver,git+https://github.com/DefinitelyTyped/DefinitelyTyped.git#types/semver,"as detected from PackageJson property ""repository.url"" and ""repository.directory""",https://github.com/DefinitelyTyped/DefinitelyTyped/tree/master/types/semver,"as detected from PackageJson property ""homepage""",https://github.com/DefinitelyTyped/DefinitelyTyped/issues,"as detected from PackageJson property ""bugs.url""",,,,,,active,Active in npm registry,2025-09-03T15:02:40.910Z
library,@types/yarnpkg__lockfile@1.1.9,MIT,@types,,yarnpkg__lockfile,1.1.9,pkg:npm/%40types/yarnpkg__lockfile@1.1.9?vcs_url=git%2Bhttps%3A%2F%2Fgithub.com%2FDefinitelyTyped%2FDefinitelyTyped.git#types/yarnpkg__lockfile,,TypeScript definitions for @yarnpkg/lockfile,git+https://github.com/DefinitelyTyped/DefinitelyTyped.git#types/yarnpkg__lockfile,"as detected from PackageJson property ""repository.url"" and ""repository.directory""",https://github.com/DefinitelyTyped/DefinitelyTyped/tree/master/types/yarnpkg__lockfile,"as detected from PackageJson property ""homepage""",https://github.com/DefinitelyTyped/DefinitelyTyped/issues,"as detected from PackageJson property ""bugs.url""",,,,,,active,Active in npm registry,2025-08-03T08:02:06.214Z
library,@yarnpkg/lockfile@1.1.0,BSD-2-Clause,@yarnpkg,,lockfile,1.1.0,pkg:npm/%40yarnpkg/lockfile@1.1.0?vcs_url=https%3A%2F%2Fgithub.com%2Fyarnpkg%2Fyarn%2Fblob%2Fmaster%2Fpackages%2Flockfile,,The parser/stringifier for Yarn lockfiles.,https://github.com/yarnpkg/yarn/blob/master/packages/lockfile,"as detected from PackageJson property ""repository.url""",,,,,,,,,,active,Active in npm registry,2024-04-16T05:07:07.732Z
library,chalk@5.6.2,MIT,,,chalk,5.6.2,pkg:npm/chalk@5.6.2?vcs_url=git%2Bhttps%3A%2F%2Fgithub.com%2Fchalk%2Fchalk.git,,Terminal string styling done right,git+https://github.com/chalk/chalk.git,"as detected from PackageJson property ""repository.url""",https://github.com/chalk/chalk#readme,"as detected from PackageJson property ""homepage""",https://github.com/chalk/chalk/issues,"as detected from PackageJson property ""bugs.url""",,,,,,active,Active in npm registry,2025-09-09T12:52:41.456Z
library,commander@12.1.0,MIT,,TJ Holowaychuk,commander,12.1.0,pkg:npm/commander@12.1.0?vcs_url=git%2Bhttps%3A%2F%2Fgithub.com%2Ftj%2Fcommander.js.git,,the complete solution for node.js command-line programs,git+https://github.com/tj/commander.js.git,"as detected from PackageJson property ""repository.url""",https://github.com/tj/commander.js#readme,"as detected from PackageJson property ""homepage""",https://github.com/tj/commander.js/issues,"as detected from PackageJson property ""bugs.url""",,,,,tj@vision-media.ca,active,Active in npm registry,2025-09-12T07:27:06.932Z
library,fast-glob@3.3.3,MIT,,Denis Malinochkin,fast-glob,3.3.3,pkg:npm/fast-glob@3.3.3?vcs_url=git%2Bhttps%3A%2F%2Fgithub.com%2Fmrmlnc%2Ffast-glob.git,,It's a very fast and efficient glob library for Node.js,git+https://github.com/mrmlnc/fast-glob.git,"as detected from PackageJson property ""repository.url""",https://github.com/mrmlnc/fast-glob#readme,"as detected from PackageJson property ""homepage""",https://github.com/mrmlnc/fast-glob/issues,"as detected from PackageJson property ""bugs.url""",,,,,,active,Active in npm registry,2025-01-05T10:38:42.437Z
library,fs-extra@11.3.2,MIT,,JP Richardson,fs-extra,11.3.2,pkg:npm/fs-extra@11.3.2?vcs_url=git%2Bhttps%3A%2F%2Fgithub.com%2Fjprichardson%2Fnode-fs-extra.git,,fs-extra contains methods that aren't included in the vanilla Node.js fs package. Such as recursive mkdir~ copy~ and remove.,git+https://github.com/jprichardson/node-fs-extra.git,"as detected from PackageJson property ""repository.url""",https://github.com/jprichardson/node-fs-extra,"as detected from PackageJson property ""homepage""",https://github.com/jprichardson/node-fs-extra/issues,"as detected from PackageJson property ""bugs.url""",,,,,jprichardson@gmail.com,active,Active in npm registry,2025-09-15T18:05:36.928Z
library,js-yaml@4.1.0,MIT,,Vladimir Zapparov,js-yaml,4.1.0,pkg:npm/js-yaml@4.1.0?vcs_url=git%2Bhttps%3A%2F%2Fgithub.com%2Fnodeca%2Fjs-yaml.git,,YAML 1.2 parser and serializer,git+https://github.com/nodeca/js-yaml.git,"as detected from PackageJson property ""repository.url""",https://github.com/nodeca/js-yaml#readme,"as detected from PackageJson property ""homepage""",https://github.com/nodeca/js-yaml/issues,"as detected from PackageJson property ""bugs.url""",,,,,dervus.grim@gmail.com,active,Active in npm registry,2023-06-09T21:33:18.974Z
library,lodash-es@4.17.21,MIT,,John-David Dalton,lodash-es,4.17.21,pkg:npm/lodash-es@4.17.21?vcs_url=git%2Bhttps%3A%2F%2Fgithub.com%2Flodash%2Flodash.git,,Lodash exported as ES modules.,git+https://github.com/lodash/lodash.git,"as detected from PackageJson property ""repository.url""",https://lodash.com/custom-builds,"as detected from PackageJson property ""homepage""",https://github.com/lodash/lodash-cli/issues,"as detected from PackageJson property ""bugs.url""",,,,,john.david.dalton@gmail.com,active,Active in npm registry,2025-07-07T05:38:02.445Z
library,semver@7.7.2,ISC,,GitHub Inc.,semver,7.7.2,pkg:npm/semver@7.7.2?vcs_url=git%2Bhttps%3A%2F%2Fgithub.com%2Fnpm%2Fnode-semver.git,,The semantic version parser used by npm.,git+https://github.com/npm/node-semver.git,"as detected from PackageJson property ""repository.url""",https://github.com/npm/node-semver#readme,"as detected from PackageJson property ""homepage""",https://github.com/npm/node-semver/issues,"as detected from PackageJson property ""bugs.url""",,,,,,active,Active in npm registry,2025-05-14T20:04:22.201Z
library,synp@1.9.14,MIT,,Aram Drevekenin,synp,1.9.14,pkg:npm/synp@1.9.14?vcs_url=git%2Bhttps%3A%2F%2Fgithub.com%2Fimsnif%2Fsynp.git,,Convert yarn.lock to package-lock.json and vice versa,git+https://github.com/imsnif/synp.git,"as detected from PackageJson property ""repository.url""",https://github.com/imsnif/synp#readme,"as detected from PackageJson property ""homepage""",https://github.com/imsnif/synp/issues,"as detected from PackageJson property ""bugs.url""",,,,,grimsniffer@gmail.com,active,Active in npm registry,2024-11-29T17:09:00.320Z
library,colors@1.4.0,MIT,,Marak Squires,colors,1.4.0,pkg:npm/colors@1.4.0?vcs_url=git%2Bssh%3A%2F%2Fgit%40github.com%2FMarak%2Fcolors.js.git,,get colors in your node.js console,git+ssh://git@github.com/Marak/colors.js.git,"as detected from PackageJson property ""repository.url""",https://github.com/Marak/colors.js,"as detected from PackageJson property ""homepage""",https://github.com/Marak/colors.js/issues,"as detected from PackageJson property ""bugs.url""",,,,,,active,Active in npm registry,2025-09-09T12:52:41.008Z
library,commander@7.2.0,MIT,,TJ Holowaychuk,commander,7.2.0,pkg:npm/commander@7.2.0?vcs_url=git%2Bhttps%3A%2F%2Fgithub.com%2Ftj%2Fcommander.js.git,,the complete solution for node.js command-line programs,git+https://github.com/tj/commander.js.git,"as detected from PackageJson property ""repository.url""",https://github.com/tj/commander.js#readme,"as detected from PackageJson property ""homepage""",https://github.com/tj/commander.js/issues,"as detected from PackageJson property ""bugs.url""",,,,,tj@vision-media.ca,active,Active in npm registry,2025-09-12T07:27:06.932Z
library,eol@0.10.0,MIT,,Ryan Van Etten,eol,0.10.0,pkg:npm/eol@0.10.0?vcs_url=git%2Bhttps%3A%2F%2Fgithub.com%2Fryanve%2Feol.git,,Newline character converter,git+https://github.com/ryanve/eol.git,"as detected from PackageJson property ""repository.url""",https://ryanve.github.io/eol,"as detected from PackageJson property ""homepage""",https://github.com/ryanve/eol/issues,"as detected from PackageJson property ""bugs.url""",,,,,,active,Active in npm registry,2024-09-01T01:10:53.372Z
library,lodash@4.17.21,MIT,,John-David Dalton,lodash,4.17.21,pkg:npm/lodash@4.17.21?vcs_url=git%2Bhttps%3A%2F%2Fgithub.com%2Flodash%2Flodash.git,,Lodash modular utilities.,git+https://github.com/lodash/lodash.git,"as detected from PackageJson property ""repository.url""",https://lodash.com/,"as detected from PackageJson property ""homepage""",https://github.com/lodash/lodash/issues,"as detected from PackageJson property ""bugs.url""",,,,,john.david.dalton@gmail.com,active,Active in npm registry,2025-09-30T05:04:51.391Z
library,nmtree@1.0.6,MIT,,Aram Drevekenin,nmtree,1.0.6,pkg:npm/nmtree@1.0.6?vcs_url=git%2Bhttps%3A%2F%2Fgithub.com%2Fimsnif%2Fnmtree.git,,Get a (flat) tree representation of the modules in your node_modules folder,git+https://github.com/imsnif/nmtree.git,"as detected from PackageJson property ""repository.url""",https://github.com/imsnif/nmtree#readme,"as detected from PackageJson property ""homepage""",https://github.com/imsnif/nmtree/issues,"as detected from PackageJson property ""bugs.url""",,,,,grimsniffer@gmail.com,active,Active in npm registry,2022-05-10T22:47:20.020Z
library,sort-object-keys@1.1.3,MIT,,Keith Cirkel,sort-object-keys,1.1.3,pkg:npm/sort-object-keys@1.1.3?vcs_url=git%2Bssh%3A%2F%2Fgit%40github.com%2Fkeithamus%2Fsort-object-keys.git,,Sort an object's keys~ including an optional key list,git+ssh://git@github.com/keithamus/sort-object-keys.git,"as detected from PackageJson property ""repository.url""",https://github.com/keithamus/sort-object-keys#readme,"as detected from PackageJson property ""homepage""",https://github.com/keithamus/sort-object-keys/issues,"as detected from PackageJson property ""bugs.url""",,,,,npm@keithcirkel.co.uk,active,Active in npm registry,2025-09-16T09:04:43.188Z
library,commander@2.20.3,MIT,,TJ Holowaychuk,commander,2.20.3,pkg:npm/commander@2.20.3?vcs_url=git%2Bhttps%3A%2F%2Fgithub.com%2Ftj%2Fcommander.js.git,,the complete solution for node.js command-line programs,git+https://github.com/tj/commander.js.git,"as detected from PackageJson property ""repository.url""",https://github.com/tj/commander.js#readme,"as detected from PackageJson property ""homepage""",https://github.com/tj/commander.js/issues,"as detected from PackageJson property ""bugs.url""",,,,,tj@vision-media.ca,active,Active in npm registry,2025-09-12T07:27:06.932Z
library,argparse@2.0.1,Python-2.0,,,argparse,2.0.1,pkg:npm/argparse@2.0.1?vcs_url=git%2Bhttps%3A%2F%2Fgithub.com%2Fnodeca%2Fargparse.git,,CLI arguments parser. Native port of python's argparse.,git+https://github.com/nodeca/argparse.git,"as detected from PackageJson property ""repository.url""",https://github.com/nodeca/argparse#readme,"as detected from PackageJson property ""homepage""",https://github.com/nodeca/argparse/issues,"as detected from PackageJson property ""bugs.url""",,,,,,active,Active in npm registry,2023-10-21T01:41:33.987Z
library,graceful-fs@4.2.11,ISC,,,graceful-fs,4.2.11,pkg:npm/graceful-fs@4.2.11?vcs_url=git%2Bhttps%3A%2F%2Fgithub.com%2Fisaacs%2Fnode-graceful-fs.git,,A drop-in replacement for fs~ making various improvements.,git+https://github.com/isaacs/node-graceful-fs.git,"as detected from PackageJson property ""repository.url""",https://github.com/isaacs/node-graceful-fs#readme,"as detected from PackageJson property ""homepage""",https://github.com/isaacs/node-graceful-fs/issues,"as detected from PackageJson property ""bugs.url""",,,,,,active,Active in npm registry,2023-06-09T21:32:46.823Z
library,jsonfile@6.2.0,MIT,,JP Richardson,jsonfile,6.2.0,pkg:npm/jsonfile@6.2.0?vcs_url=git%2Bssh%3A%2F%2Fgit%40github.com%2Fjprichardson%2Fnode-jsonfile.git,,Easily read/write JSON files.,git+ssh://git@github.com/jprichardson/node-jsonfile.git,"as detected from PackageJson property ""repository.url""",https://github.com/jprichardson/node-jsonfile#readme,"as detected from PackageJson property ""homepage""",https://github.com/jprichardson/node-jsonfile/issues,"as detected from PackageJson property ""bugs.url""",,,,,jprichardson@gmail.com,active,Active in npm registry,2025-08-12T15:34:51.141Z
